problem,num_obj,iteration,num_gens,reference_point,iRVEA_R_IGD,iNSGAIII_R_IGD,iRVEA_R_HV,iNSGAIII_R_HV
DTLZ1,3,1,100,[1.04392125 3.13176375 1.04392125],0.5896395868251173,0.6605289659647574,8.827980133560096,7.941833954496229
DTLZ1,3,2,100,[0.33806322 0.         1.35225288],0.5616932474530705,0.5652398929592944,8.568700947075127,8.326082586442238
DTLZ1,3,3,100,[0.         0.         0.51662364],0.5519585365562129,0.5518863358605793,8.078339326849159,8.059796454069957
DTLZ1,3,4,100,[0.10787446 0.32362339 0.10787446],0.5986257732104526,0.5923871551686691,8.763280958853397,8.698583983393926
DTLZ1,3,5,100,[0.08863041 0.         0.35452164],0.5670912746644041,0.5672496821638078,8.237834644177617,8.220914643740498
DTLZ1,3,6,100,[0.08817802 0.         0.35271208],0.5669058107032101,0.5621392940161761,8.212810114803784,8.459447337357576
DTLZ1,3,7,100,[0.0877247  0.         0.35089881],0.5668216048326977,0.5667229730241831,8.217376424686174,8.241148382978535
DTLZ2,3,1,100,[3.53573281e-17 5.00706395e-17 1.00104098e+00],0.008843923731500366,0.007174715313652024,8.07926752351134,8.059217002714409
DTLZ2,3,2,100,[8.35080693e-19 1.00020361e+00 0.00000000e+00],0.008793403538751679,0.007381808202844695,8.079842390920117,8.059654733956501
DTLZ2,3,3,100,[0.9801831  0.         0.24504577],0.06553633381698659,0.0749004655498862,8.305753968329281,8.299243574183247
DTLZ2,3,4,100,[1.00009291 0.         0.        ],0.008690114459619903,0.007099107741678823,8.080304468409812,8.06012972018511
DTLZ2,3,5,100,[0.30163863 0.90491588 0.30163863],0.23513844755673058,0.029768803892602023,6.908220856072566,8.642903872380845
DTLZ2,3,6,100,[0.30154145 0.90462435 0.30154145],0.23513844755673083,0.02672405298625885,6.908220856072564,8.654918928757475
DTLZ2,3,7,100,[0.30152436 0.90457309 0.30152436],0.23513844755673083,0.027376470998764932,6.908220856072564,8.651796845504292
DTLZ3,3,1,100,[4.01875127e-32 7.47240264e+00 4.98160176e+00],0.008056432963010488,0.11874032630987812,8.80154271426616,7.756498329544173
DTLZ3,3,2,100,[8.07425877e-33 7.27215652e-01 1.09082348e+00],0.007290416754718541,0.009567181778266336,8.772534095841266,8.808810196143988
DTLZ3,3,3,100,[8.07425877e-33 1.04210365e+00 0.00000000e+00],0.006856926516165827,0.007383953484319026,8.076963102745095,8.065201232158698
DTLZ3,3,4,100,[0.57699255 0.         0.86548883],0.0052227939179119035,0.00971841599510968,8.796840346422346,8.739138299939926
DTLZ3,3,5,100,[8.07425877e-33 5.59153329e-01 8.38729993e-01],0.006203142537918232,0.010167184129823625,8.593813872111095,8.646377182778199
DTLZ3,3,6,100,[8.07425877e-33 5.57711933e-01 8.36567900e-01],0.0058383068485933064,0.014372381236098221,8.62306195181006,8.637782223895208
DTLZ3,3,7,100,[8.07425877e-33 5.57622495e-01 8.36433742e-01],0.005800394835745826,0.010024447663038331,8.621609302941792,8.638300580591311
DTLZ4,3,1,100,[4.44905977e-17 1.00170271e+00 0.00000000e+00],0.023303293642463137,0.0075824944343700984,7.9453950020827495,8.061212204214458
DTLZ4,3,2,100,[0.83434282 0.55622855 0.        ],0.005916774300614694,0.009934228685929287,8.779148779255767,8.785097483275388
DTLZ4,3,3,100,[1.00031604 0.         0.        ],0.02316229852593135,0.007152147881478353,7.946725394426489,8.05995897803936
DTLZ4,3,4,100,[0.66725882 0.33362941 0.66725882],0.05350122015715546,0.049539336726467605,8.903004602488663,8.88837306881616
