problem,num_obj,iteration,num_gens,reference_point,iRVEA_R_IGD,iNSGAIII_R_IGD,iRVEA_R_HV,iNSGAIII_R_HV
DTLZ1,3,1,100,[1.61928425 3.2385685  3.2385685 ],0.6841847440208202,0.716390973497743,9.254961616656106,9.215519439476415
DTLZ1,3,2,100,[0.         1.73684109 0.43421027],0.6845454674847721,0.6856066261932668,8.349390416980496,8.652809977885557
DTLZ1,3,3,100,[0.         0.21167009 0.31750514],0.6231284783670298,0.6224079319411686,8.796589807318671,8.810304022266543
DTLZ1,3,4,100,[0.         0.         1.01684085],0.5519125717620783,0.5518899316189821,8.079698533263608,8.061002755518034
DTLZ1,3,5,100,[0.         0.18189304 0.27283956],0.6241020810951926,0.6240754076249749,8.629674519190282,8.645821536030201
DTLZ1,3,6,100,[0.         0.17893502 0.26840254],0.6248394046351028,0.6235560115611128,8.620027459680358,8.641687663327323
DTLZ1,3,7,100,[0.         0.17754658 0.26631987],0.6245484023553175,0.6242512374826247,8.620030867824509,8.646357075265048
DTLZ2,3,1,100,[5.12504963e-17 1.00417068e+00 0.00000000e+00],0.008946840040880713,0.005562897298836783,8.080189465158039,8.0596834407023
DTLZ2,3,2,100,[0.97937622 0.24484405 0.        ],0.06026423857315276,0.06759834734636064,8.313859022837738,8.319677501196187
DTLZ2,3,3,100,[1.00013814 0.         0.        ],0.008925569878526215,0.005945906176083853,8.079978876447012,8.06198839865473
DTLZ2,3,4,100,[6.78038351e-19 2.43420015e-01 9.73680060e-01],0.06534431952628296,0.06851322013432694,8.320860559822966,8.32087863255146
DTLZ2,3,5,100,[0.30165331 0.30165331 0.90495994],0.03274339877182005,0.02463930153805384,8.568637385024344,8.706805110679081
DTLZ2,3,6,100,[0.30157712 0.30157712 0.90473135],0.033210584761420255,0.02580009160498281,8.563878096353774,8.76019307395537
DTLZ2,3,7,100,[0.30155502 0.30155502 0.90466505],0.03337607457153176,0.027281333166880965,8.56442863192234,8.656077708858996
DTLZ3,3,1,100,[5.47242311e-32 9.01784897e+00 6.01189932e+00],0.006187256652605195,0.030031182510510148,8.801576014627788,8.727022452095119
DTLZ3,3,2,100,[4.02909113 0.         1.00727278],0.0634892854843726,0.0346745225452017,8.344470423842736,8.573718367941161
DTLZ3,3,3,100,[5.47242311e-32 1.01465025e+00 0.00000000e+00],0.005704969900885294,0.005909699864375176,8.079556567405932,8.061493195998782
DTLZ3,3,4,100,[1.00836691 0.         0.        ],0.008324084084939967,0.0063969981517964895,8.07929321244394,8.061060580009377
DTLZ3,3,5,100,[0.97746987 0.         0.24436747],0.06487145806186667,0.06248967056363595,8.214226946431625,8.337977389080944
