problem,num_obj,iteration,num_gens,reference_point,iRVEA_R_IGD,iNSGAIII_R_IGD,iRVEA_R_HV,iNSGAIII_R_HV
DTLZ1,3,1,100,[0.         4.76944037 1.19236009],0.6836763743803959,0.6835173705166193,8.29706673721644,8.714138872597852
DTLZ1,3,2,100,[0.41460202 0.         1.65840809],0.5723080276477265,0.569354917037103,8.293314752093638,8.436619382886269
DTLZ1,3,3,100,[0.         0.         1.50808032],0.55187640372733,0.5518828580843474,8.072877731845631,8.059788226539776
DTLZ1,3,4,100,[0.         0.50698332 0.        ],0.5518698394430827,0.5519138888440155,8.082239283732752,8.059752677331334
DTLZ1,3,5,100,[0.         0.         0.41591077],0.5965307710635052,0.553100040268833,7.693877985957195,8.031239226643093
DTLZ1,3,6,100,[0.         0.         0.41591077],0.5530394655450609,0.5530890889421606,8.02394049317935,8.03122230279847
DTLZ1,3,7,100,[0.         0.         0.41591077],0.5530189046214766,0.557581677831911,8.024613572292443,7.99473083844757
DTLZ2,3,1,100,[2.18379038e-17 0.00000000e+00 1.00080570e+00],0.008849010699109025,0.0073868603211372855,8.08042162190122,8.0604070343369
DTLZ2,3,2,100,[1.51516158e-20 1.00035016e+00 0.00000000e+00],0.008853087544023405,0.006704539219829415,8.080206402927809,8.06043134626621
DTLZ2,3,3,100,[1.00011416 0.         0.        ],0.00892380960991594,0.007059730264121293,8.080279933241131,8.060138865782765
DTLZ2,3,4,100,[0.5551726 0.8327589 0.       ],0.28792289694946205,0.01023778679117272,6.149108779093576,8.773805970076793
DTLZ2,3,5,100,[0.30170019 0.90510057 0.30170019],0.23513844755673083,0.027601381098310365,6.908220856072564,8.618491464936442
DTLZ2,3,6,100,[0.30153269 0.90459807 0.30153269],0.23513844755673083,0.027913903918283106,6.908220856072564,8.65056365116818
DTLZ2,3,7,100,[0.30152182 0.90456547 0.30152182],0.23513844755673083,0.02630362922097271,6.908220856072564,8.661657569392016
DTLZ3,3,1,100,[2.35146566 4.70293131 4.70293131],0.052707903477488036,0.033917517179151035,8.914901373814294,9.226679968467769
DTLZ3,3,2,100,[4.55626027e-33 9.92870246e-01 2.48217562e-01],0.06504718612786874,0.07179534845582114,8.314362935571552,8.297169165976806
DTLZ3,3,3,100,[4.55626027e-33 1.00533098e+00 0.00000000e+00],0.008807457283678127,0.006955853046489262,8.075899263874375,8.060842931700341
DTLZ3,3,4,100,[1.00327308 0.         0.        ],0.00958383040085362,0.006215705708011862,8.065117826608406,8.059993144363824
DTLZ3,3,5,100,[4.55626027e-33 9.73202753e-01 2.43300688e-01],0.13555247643424892,0.06898256130424961,7.647032206455131,8.243443725995064
DTLZ3,3,6,100,[4.55626027e-33 9.70302502e-01 2.42575625e-01],0.062465059554495786,0.06943312367522309,8.239301133424508,8.234844704511998
DTLZ3,3,7,100,[4.55626027e-33 9.70302502e-01 2.42575625e-01],0.06538023289446052,0.0677360107498441,8.223929680204227,8.23592379827828
DTLZ4,3,1,100,[6.13213984e-017 2.41065962e-179 1.01009820e+000],0.008943145625724076,0.0068274976264039704,8.079930546567638,8.05993706748878
DTLZ4,3,2,100,[3.75597120e-33 1.00023446e+00 0.00000000e+00],0.02333584190139891,0.006749124162746631,7.946349411573134,8.061088867774673
DTLZ4,3,3,100,[1.00085094 0.         0.        ],0.02318562447881853,0.006861981080814428,7.946665185073976,8.061748149611462
DTLZ4,3,4,100,[0.66726639 0.3336332  0.66726639],0.05119506671451849,0.047750928155037606,8.933421388585025,8.889599065363198
DTLZ4,3,5,100,[0.83229513 0.         0.55486342],0.005903097083679161,0.010133272692134874,8.619343479369261,8.636875000757701
DTLZ4,3,6,100,[0.83214827 0.         0.55476552],0.005955774904072813,0.010151026635565807,8.620653332657213,8.64266254436596
DTLZ4,3,7,100,[0.83213135 0.         0.55475424],0.005870753620611501,0.009782767667862234,8.62100817171358,8.63102071443322
DTLZ1,4,1,100,[0.         1.06202252 2.12404503 2.12404503],0.6996213782964322,0.718247544246948,,
DTLZ1,4,2,100,[0.         0.         0.42204465 0.63306698],0.652149347955773,0.636678584805176,,
DTLZ1,4,3,100,[0.       0.       0.       0.508934],0.5587895315727376,0.5587408692986959,,
DTLZ1,4,4,100,[0.         0.         0.50829368 0.        ],0.563320394175514,0.5587377162287865,,
DTLZ1,4,5,100,[0.         0.         0.17468665 0.26202998],0.6431865028258328,0.6552922217046244,,
DTLZ1,4,6,100,[0.         0.         0.16664343 0.24996515],0.644465801164896,0.6416306525838792,,
DTLZ1,4,7,100,[0.         0.         0.16482045 0.24723068],0.6448925149729611,0.6436863942970825,,
DTLZ2,4,1,100,[5.49010398e-18 0.00000000e+00 0.00000000e+00 1.00504992e+00],0.010444170586205068,0.004446993429446807,,
DTLZ2,4,2,100,[3.73678058e-33 6.85590178e-01 3.42795089e-01 6.85590178e-01],0.6863038077231227,0.03894050460014668,,
DTLZ2,4,3,100,[3.73678058e-33 8.52082379e-01 5.68054920e-01 0.00000000e+00],0.3333267139306052,0.017244298416458616,,
DTLZ2,4,4,100,[3.73678058e-33 1.00012399e+00 0.00000000e+00 0.00000000e+00],0.00822339445303544,0.003236948334628938,,
DTLZ2,4,5,100,[3.73678058e-33 6.67072086e-01 3.33536043e-01 6.67072086e-01],0.6863038077231228,0.03791186731368459,,
DTLZ2,4,6,100,[1.04993991e-34 6.66891294e-01 3.33445647e-01 6.66891294e-01],0.6863038077231228,0.03642786384350105,,
DTLZ2,4,7,100,[1.04993991e-34 6.66860395e-01 3.33430198e-01 6.66860395e-01],0.6863038077231227,0.03834718260809522,,
DTLZ3,4,1,100,[4.82415295e-48 1.32925363e+01 4.43084545e+00 4.43084545e+00],0.05863534600027895,0.20845522340114395,,
DTLZ3,4,2,100,[0.73371151 1.46742301 1.46742301 0.        ],0.030500035771341062,0.019899211103963515,,
DTLZ3,4,3,100,[1.43091115e-48 1.02269406e+00 0.00000000e+00 0.00000000e+00],0.008459609506751052,0.010024186725631296,,
DTLZ3,4,4,100,[1.43091115e-48 3.49645772e-01 6.99291544e-01 6.99291544e-01],0.03825598599639097,0.03281520147057596,,
DTLZ3,4,5,100,[0.33959195 0.6791839  0.6791839  0.        ],0.03351619947366701,0.04395070241862063,,
DTLZ3,4,6,100,[0.33480636 0.66961273 0.66961273 0.        ],0.035875103537196876,0.038464004918150795,,
