problem,num_obj,iteration,num_gens,reference_point,iRVEA_R_IGD,iNSGAIII_R_IGD,iRVEA_R_HV,iNSGAIII_R_HV
DTLZ1,3,1,50,[2.45668048 2.45668048 7.37004144],0.5956061181190943,0.6250180263183843,9.037853514809509,8.451919278405807
DTLZ1,3,2,50,[0.         0.5317982  2.12719279],0.5694536369519237,0.5591948733105733,8.320555124327962,8.714418373102433
DTLZ1,3,3,50,[0.         1.09072394 0.        ],0.5520071703537082,0.5518544720372712,8.063481729034697,8.062615547163091
DTLZ1,3,4,50,[0.42995584 0.42995584 0.21497792],0.6929153621121177,0.7296521840100018,8.926808933944102,8.445856442315096
DTLZ1,3,5,50,[0.         0.83898792 0.        ],1.2824510822166555,0.552850628516493,3.327677213446082,8.030780849460113
DTLZ1,3,6,50,[0.         0.42265727 0.        ],0.9655216252591527,0.5528745062197139,4.764026662553231,8.031402067211637
DTLZ1,3,7,50,[0.         0.42069337 0.        ],0.7562929514553053,0.5530741674033887,6.426617770347509,8.031240993949694
DTLZ2,3,1,50,[4.21553305e-17 0.00000000e+00 1.00501825e+00],0.009023384774190473,0.006635791873330821,8.079664016150812,8.060161031200888
DTLZ2,3,2,50,[7.31353004e-19 9.77057075e-01 2.44264269e-01],0.06465312075734952,0.07462095445722856,8.32325640573256,8.298877834171346
DTLZ2,3,3,50,[2.48707322e-19 1.00028650e+00 0.00000000e+00],0.009004656190921289,0.004349539003863836,8.080154879463777,8.061060358522415
DTLZ2,3,4,50,[0.55939503 0.83909254 0.        ],0.0064551318137942406,0.011021912678046588,8.773717171947107,8.814065595183154
DTLZ2,3,5,50,[2.48707322e-19 9.70274665e-01 2.42568666e-01],0.06604364418013677,0.048722870377379955,8.219750920784165,8.351326453451065
DTLZ2,3,6,50,[2.48707322e-19 9.70229216e-01 2.42557304e-01],0.06598821869284344,0.0688998142168315,8.215922903209252,8.234077969976257
DTLZ2,3,7,50,[2.48707322e-19 9.70182077e-01 2.42545519e-01],0.0654091973008189,0.07045540334968732,8.21641089477417,8.226154625885274
DTLZ3,3,1,50,[3.48792031e-31 5.82860740e+01 1.45715185e+01],0.04856201210565129,0.10021431826016614,8.669810171143922,7.788371550679428
DTLZ3,3,2,50,[4.85799558e-32 1.10440400e+01 0.00000000e+00],0.009597425890717604,0.06330477747822248,8.070134207389547,8.002013102056674
DTLZ3,3,3,50,[2.52665408e-32 5.74328378e+00 0.00000000e+00],0.008812490428366591,0.0804079694096973,8.074567057182792,8.0
DTLZ3,3,4,50,[2.52665408e-32 4.24410021e+00 0.00000000e+00],0.00878130813685363,0.06239949360294341,8.075296087367485,8.002698168400547
DTLZ3,3,5,50,[1.38723534 1.38723534 0.69361767],0.1645990160675839,0.02333942570639913,7.3038857052407815,8.845319898846185
DTLZ3,3,6,50,[0.68465848 0.68465848 0.34232924],0.024390037091365505,0.028392218808194404,8.822412054749952,8.88769468069698
DTLZ3,3,7,50,[0.66968612 0.66968612 0.33484306],0.03796115819830076,0.020506625472391606,8.820192955468002,8.89501910347714
DTLZ4,3,1,50,[5.66438434e-19 1.00364942e+00 0.00000000e+00],0.02324518292247764,0.005311442640067397,7.946976276405103,8.059586335625339
DTLZ4,3,2,50,[5.66438434e-19 5.54976038e-01 8.32464057e-01],0.0058017138305771435,0.009519227785886035,8.77960928938907,8.789530930781398
DTLZ4,3,3,50,[0.83453547 0.55635698 0.        ],0.0056502174687583385,0.011561650066702702,8.806249449260996,8.796470536754338
DTLZ4,3,4,50,[1.00048691 0.         0.        ],0.008930470300114037,0.007142798252541631,8.07886718619539,8.060177932457483
DTLZ4,3,5,50,[0.83234333 0.55489555 0.        ],0.006099044981393057,0.00948699334464143,8.617470854033368,8.634987379790832
DTLZ4,3,6,50,[0.83230807 0.55487205 0.        ],0.00577636241136261,0.009195343754441119,8.622717753523599,8.637695857415707
DTLZ4,3,7,50,[0.83221768 0.55481178 0.        ],0.0059714702820120895,0.0099836298833304,8.622128812452246,8.627893867297596
DTLZ1,4,1,50,[ 0.          0.         21.20561011  5.30140253],0.7026094198127294,0.7401333922952527,,
DTLZ1,4,2,50,[ 0.          0.          0.         11.68699901],0.5794447689985931,0.5656473464200816,,
DTLZ1,4,3,50,[0.         0.         0.         5.86563123],0.5587868547189719,0.559048150848343,,
DTLZ1,4,4,50,[0.         0.         0.95615401 1.43423101],0.6411719784656521,0.6333594550649824,,
DTLZ1,4,5,50,[0.         0.         0.         1.85849001],0.5761197853741151,0.5596070080273697,,
DTLZ1,4,6,50,[0.         0.         0.         0.49734756],0.559769656783434,0.5596536023621308,,
DTLZ1,4,7,50,[0.         0.         0.         0.41721276],0.5600048939906148,0.5595257075236191,,
DTLZ2,4,1,50,[3.08864615e-17 0.00000000e+00 0.00000000e+00 1.00840392e+00],0.008960977573232285,0.010104002239193754,,
DTLZ2,4,2,50,[4.27913290e-19 2.47485551e-01 9.89942204e-01 0.00000000e+00],0.06604320371579066,0.09062225019297858,,
DTLZ2,4,3,50,[0.3039405  0.         0.3039405  0.91182151],0.25377911701837447,0.4692636900398492,,
DTLZ2,4,4,50,[4.12866039e-19 0.00000000e+00 8.52211864e-01 5.68141243e-01],0.3333267139306052,0.01855124312558432,,
DTLZ2,4,5,50,[3.11533498e-33 2.42972086e-01 9.71888344e-01 0.00000000e+00],0.10006874215810857,0.09507489257566733,,
DTLZ2,4,6,50,[3.11533498e-33 2.42596005e-01 9.70384020e-01 0.00000000e+00],0.09037374428340993,0.0908859293289244,,
DTLZ2,4,7,50,[3.11533498e-33 2.42570506e-01 9.70282026e-01 0.00000000e+00],0.08645597955626738,0.09010120564787472,,
DTLZ3,4,1,50,[ 25.30861875   0.         101.23447501   0.        ],0.05837985499325352,0.09734721699331594,,
DTLZ3,4,2,50,[ 5.95943575 17.87830724  5.95943575  0.        ],0.05650744944021167,0.15928383902929405,,
DTLZ3,4,3,50,[2.95165817e-48 7.76630823e+00 5.17753882e+00 0.00000000e+00],0.04061849768379706,0.20874573660214343,,
DTLZ3,4,4,50,[1.95007126e-48 0.00000000e+00 1.73935447e+00 6.95741789e+00],0.07442987222462326,0.08587163705634515,,
DTLZ3,4,5,50,[8.30532553e-49 0.00000000e+00 0.00000000e+00 3.07702337e+00],0.030599951438145204,0.033353308873177674,,
DTLZ3,4,6,50,[7.04766246e-49 0.00000000e+00 0.00000000e+00 1.54136746e+00],0.021640319814832592,0.028234831735860926,,
DTLZ3,4,7,50,[7.04766246e-49 0.00000000e+00 0.00000000e+00 1.10428212e+00],0.021416513301811945,0.03507376315625808,,
DTLZ4,4,1,50,[3.99469345e-33 0.00000000e+00 2.47473230e-01 9.89892919e-01],0.08460246268511683,0.09433883351646997,,
DTLZ4,4,2,50,[1.41445889e-33 2.46782752e-01 0.00000000e+00 9.87131007e-01],0.08552074724824821,0.08817373810701547,,
DTLZ4,4,3,50,[0.38646577 0.38646577 0.77293154 0.38646577],0.35499042204845654,0.31951676731146433,,
DTLZ4,4,4,50,[1.41445889e-33 3.04069155e-01 9.12207466e-01 3.04069155e-01],0.06288009078018093,0.055250145496698905,,
